snapshots/LN_2020.04.29-08.00.02.json 5 5000000 7e-05 20000 13507167.336441092 249 19920000 249
snapshots/LN_2020.04.29-08.00.02.json 10 5000000 7e-05 20000 23435049.127227154 249 44820000 249
snapshots/LN_2020.04.29-08.00.02.json 15 5000000 7e-05 20000 31174180.383314166 249 69720000 249
snapshots/LN_2020.04.29-08.00.02.json 20 5000000 7e-05 20000 37170340.12738823 249 94620000 249
snapshots/LN_2020.04.29-08.00.02.json 5 25000000 7e-05 20000 67799499.11589797 1249 99920000 1249
snapshots/LN_2020.04.29-08.00.02.json 10 25000000 7e-05 20000 121980235.0188915 1249 224820000 1249
snapshots/LN_2020.04.29-08.00.02.json 15 25000000 7e-05 20000 151707896.4845805 1249 349040000 1249
snapshots/LN_2020.04.29-08.00.02.json 20 25000000 7e-05 20000 169035859.23566562 1249 470800000 1249
snapshots/LN_2020.04.29-08.00.02.json 5 125000000 7e-05 20000 307429429.352164 6249 499920000 6249
snapshots/LN_2020.04.29-08.00.02.json 10 125000000 7e-05 20000 534438773.0790624 6249 1124820000 6249
snapshots/LN_2020.04.29-08.00.02.json 15 125000000 7e-05 20000 698960432.5101349 6249 1748680000 6249
snapshots/LN_2020.04.29-08.00.02.json 20 125000000 7e-05 20000 812700441.5288173 6249 2362200000 6249
snapshots/LN_2020.04.29-08.00.02.json 5 625000000 7e-05 20000 1548015342.2282007 31249 2499920000 31249
snapshots/LN_2020.04.29-08.00.02.json 10 625000000 7e-05 20000 2618039890.2287607 31249 5624820000 31249
snapshots/LN_2020.04.29-08.00.02.json 15 625000000 7e-05 20000 3376607070.4116187 31249 8734680000 31249
snapshots/LN_2020.04.29-08.00.02.json 20 625000000 7e-05 20000 4095415363.18907 31249 11790380000 31249
snapshots/LN_2020.06.05-08.00.02.json 5 5000000 7e-05 20000 13314876.064941365 249 19920000 249
snapshots/LN_2020.06.05-08.00.02.json 10 5000000 7e-05 20000 23921814.288285177 249 44820000 249
snapshots/LN_2020.06.05-08.00.02.json 15 5000000 7e-05 20000 30738546.069488224 249 69720000 249
snapshots/LN_2020.06.05-08.00.02.json 20 5000000 7e-05 20000 36432442.9299362 249 94620000 249
snapshots/LN_2020.06.05-08.00.02.json 5 25000000 7e-05 20000 61474771.25864125 1249 99920000 1249
snapshots/LN_2020.06.05-08.00.02.json 10 25000000 7e-05 20000 124677219.00305793 1249 224820000 1249
snapshots/LN_2020.06.05-08.00.02.json 15 25000000 7e-05 20000 160251237.470533 1249 349720000 1249
snapshots/LN_2020.06.05-08.00.02.json 20 25000000 7e-05 20000 155657710.44585538 1249 473760000 1249
snapshots/LN_2020.06.05-08.00.02.json 5 125000000 7e-05 20000 318813434.49602187 6249 499920000 6249
snapshots/LN_2020.06.05-08.00.02.json 10 125000000 7e-05 20000 574013235.9186908 6249 1124820000 6249
snapshots/LN_2020.06.05-08.00.02.json 15 125000000 7e-05 20000 698872332.0692805 6249 1748680000 6249
snapshots/LN_2020.06.05-08.00.02.json 20 125000000 7e-05 20000 794051442.9300458 6249 2350840000 6249
snapshots/LN_2020.06.05-08.00.02.json 5 625000000 7e-05 20000 1547418754.5413787 31249 2499920000 31249
snapshots/LN_2020.06.05-08.00.02.json 10 625000000 7e-05 20000 2648832331.1139183 31249 5624820000 31249
snapshots/LN_2020.06.05-08.00.02.json 15 625000000 7e-05 20000 3346151316.183938 31249 8743300000 31249
snapshots/LN_2020.06.05-08.00.02.json 20 625000000 7e-05 20000 4054579227.902009 31249 11823560000 31249
snapshots/LN_2020.09.19-08.00.01.json 5 5000000 7e-05 20000 13348776.723999422 249 19920000 249
snapshots/LN_2020.09.19-08.00.01.json 10 5000000 7e-05 20000 23547631.095915176 249 44820000 249
snapshots/LN_2020.09.19-08.00.01.json 15 5000000 7e-05 20000 30268812.13487735 249 69720000 249
snapshots/LN_2020.09.19-08.00.01.json 20 5000000 7e-05 20000 36203640.12738865 249 94620000 249
snapshots/LN_2020.09.19-08.00.01.json 5 25000000 7e-05 20000 67437835.07474682 1249 99920000 1249
snapshots/LN_2020.09.19-08.00.01.json 10 25000000 7e-05 20000 118591141.62317239 1249 224820000 1249
snapshots/LN_2020.09.19-08.00.01.json 15 25000000 7e-05 20000 136810647.33012038 1249 349720000 1249
snapshots/LN_2020.09.19-08.00.01.json 20 25000000 7e-05 20000 189116821.52865365 1249 473820000 1249
snapshots/LN_2020.09.19-08.00.01.json 5 125000000 7e-05 20000 350319614.8528609 6190 499920000 6249
snapshots/LN_2020.09.19-08.00.01.json 10 125000000 7e-05 20000 544670606.4423289 6249 1124820000 6249
snapshots/LN_2020.09.19-08.00.01.json 15 125000000 7e-05 20000 710725038.2288897 6249 1749360000 6249
snapshots/LN_2020.09.19-08.00.01.json 20 125000000 7e-05 20000 944966500.6371362 6249 2367220000 6249
snapshots/LN_2020.09.19-08.00.01.json 5 625000000 7e-05 20000 1552602598.2962286 31249 2499920000 31249
snapshots/LN_2020.09.19-08.00.01.json 10 625000000 7e-05 20000 2655045297.822689 31249 5624820000 31249
snapshots/LN_2020.09.19-08.00.01.json 15 625000000 7e-05 20000 3483049361.2788334 31249 8747840000 31249
snapshots/LN_2020.09.19-08.00.01.json 20 625000000 7e-05 20000 4282347551.469315 31249 11824280000 31249
snapshots/LN_2019.09.30-22.54.41.json 5 5000000 7e-05 20000 13653212.023790492 249 19920000 249
snapshots/LN_2019.09.30-22.54.41.json 10 5000000 7e-05 20000 24697535.72071267 249 44820000 249
snapshots/LN_2019.09.30-22.54.41.json 15 5000000 7e-05 20000 32219766.73157693 249 69720000 249
snapshots/LN_2019.09.30-22.54.41.json 20 5000000 7e-05 20000 38017892.993630975 249 94620000 249
snapshots/LN_2019.09.30-22.54.41.json 5 25000000 7e-05 20000 68499328.08230208 1249 99920000 1249
snapshots/LN_2019.09.30-22.54.41.json 10 25000000 7e-05 20000 129150890.40849432 1249 224820000 1249
snapshots/LN_2019.09.30-22.54.41.json 15 25000000 7e-05 20000 174514063.74910015 1249 349180000 1249
snapshots/LN_2019.09.30-22.54.41.json 20 25000000 7e-05 20000 203394979.36305815 1249 467500000 1249
snapshots/LN_2019.09.30-22.54.41.json 5 125000000 7e-05 20000 338266138.5629057 6249 499920000 6249
snapshots/LN_2019.09.30-22.54.41.json 10 125000000 7e-05 20000 567009204.966682 6249 1124820000 6249
snapshots/LN_2019.09.30-22.54.41.json 15 125000000 7e-05 20000 742719635.1337575 6249 1745980000 6249
snapshots/LN_2019.09.30-22.54.41.json 20 125000000 7e-05 20000 857599200.0000472 6249 2331040000 6249
snapshots/LN_2019.09.30-22.54.41.json 5 625000000 7e-05 20000 1548273283.39535 31249 2499920000 31249
snapshots/LN_2019.09.30-22.54.41.json 10 625000000 7e-05 20000 2815861892.028286 31249 5620300000 31249
snapshots/LN_2019.09.30-22.54.41.json 15 625000000 7e-05 20000 3769006378.395769 31249 8723380000 31249
snapshots/LN_2019.09.30-22.54.41.json 20 625000000 7e-05 20000 3874389064.1893177 31249 11721060000 31249
snapshots/LN_2020.03.31-08.00.03.json 5 5000000 7e-05 20000 13541491.078604845 249 19920000 249
snapshots/LN_2020.03.31-08.00.03.json 10 5000000 7e-05 20000 23512193.989562877 249 44820000 249
snapshots/LN_2020.03.31-08.00.03.json 15 5000000 7e-05 20000 31395685.14912294 249 69720000 249
snapshots/LN_2020.03.31-08.00.03.json 20 5000000 7e-05 20000 36929461.65605083 249 94620000 249
